url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:24.967665+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:26.065426+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193704568,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:26.405706+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:27.184866+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:28.027911+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:28.110995+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193843018,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:28.316404+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/192927100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:38.395469+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:39.772576+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:40.377986+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-oriental-bogota/192275705,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 190.000.000 | $ 1.300.000 | $ 35.000.000 | $ 224.000.000 | $ 1.250.000 | $ 1.400.000 | $ 1.150.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-12 00:48:40.690836+00:00
