url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.536387+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.543706+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.551253+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-alcala-bogota/193426007,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.558315+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.568986+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193687683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.607680+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192843163,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:19.723792+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:20.143535+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193714553,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:20.675139+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:20.922970+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 180.000.000 | $ 1.300.000.000 | $ 580.000.000 | $ 1.200.000.000 | $ 1.150.000 | $ 185.000.000 | $ 223.000.000 | $ 225.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-17 06:58:20.931446+00:00
