url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:47.659589+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:47.681244+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:47.925094+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:47.986708+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tintala-bogota/193634662,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.006842+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.096963+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.630757+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-renania-urapanes-bogota/193631573,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.686526+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-tintala-bogota/193567163,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.727425+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-carlos-de-suba-bogota/193578500,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.843190+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-alto-bogota/193579506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.856042+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.921509+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:48.976170+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.591495+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.656217+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.677719+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193583320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.708133+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.752692+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193502839,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.788356+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.795464+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-engativa-bogota/193622811,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.920796+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:49.940504+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.096180+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.618713+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.674872+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.702212+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193604826,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.717148+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.725228+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193492401,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.764772+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.846374+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.863213+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:50.973116+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:51.572835+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598980,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 190.000.000 | $ 1.100.000.000 | $ 6.027.168 | $ 3.500.000 | $ 340.000.000 | $ 958.000.000 | $ 462.480.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-29 18:30:51.637566+00:00
