url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-ferias-bogota/193544292,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:43.925891+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:43.983183+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:43.990142+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-bogota/193717298,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.010652+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.016951+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.055504+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.063771+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.149340+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193708948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:44.989505+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.087614+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.182808+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.203640+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.244176+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193706766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.255593+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.303967+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:45.314358+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193664709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:46.050120+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:46.057197+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:46.107279+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:46.306770+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 900.000 | $ 3.500.000.000 | $ 4.000.000 | $ 550.000.000 | $ 195.000.000 | $ 890.000.000 | $ 2.400.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 18:37:46.319338+00:00
