url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.224277+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193795245,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.459032+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193722388,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.466785+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.831790+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.861808+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-las-americas-bogota/193917705,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.942656+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:36.954326+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:37.065992+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-rosita-bogota/192206859,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:37.297563+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-comercial-parque-la-colina-bogota/193942404,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:37.576157+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192750176,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.200.000.000 | $ 660.000.000 | $ 3.200.000 | $ 700.000.000 | $ 2.600.000.000 | $ 2.600.000.000 | $ 690.000.000 | $ 1.010.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 12:45:37.584349+00:00
