url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.072134+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.156205+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.420161+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.447179+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.513321+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.523403+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.529905+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:45.537006+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193602440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.081445+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193592654,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.406844+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.419033+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193615204,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.427382+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598980,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.538888+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.546868+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.632357+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:46.851957+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.900.000.000 | $ 130.000.000 | $ 3.500.000 | $ 1.300.000 | $ 295.000.000 | $ 2.500.000 | $ 345.000.000 | $ 1.284.192', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-09 00:34:47.027012+00:00
