url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-catedral-bogota/4817885,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:54.896123+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-candelaria-bogota/194011036,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:54.976412+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-campin-bogota/10276279,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:54.993882+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193479972,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:55.009531+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10264882,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:55.025865+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-alcazares-bogota/10219098,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:55.077891+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:55.245143+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-alcazares-bogota/193601171,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:55.980236+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193862888,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:56.043210+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868617,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:56.103080+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/194080345,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 655.000.000 | $ 1.590.000 | $ 1.950.000.000 | $ 1.400.000 | $ 2.200.000 | $ 370.000.000 | $ 384.000.000 | $ 2.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-14 07:15:56.242654+00:00
