url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.723553+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.766175+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193434859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.822745+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.915902+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193381807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.923360+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:03.951051+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:04.041151+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193432300,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:04.060902+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-favidi-bogota/192261924,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:04.738373+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192217506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:04.770828+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.921.060 | $ 158.000.000 | $ 123.456.788 | $ 6.000.000 | $ 950.000.000 | $ 850.000 | $ 2.000.000 | $ 465.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 00:18:04.858823+00:00
