url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/194062981,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:34.988014+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193982372,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.258560+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-refugio-bogota/194056802,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.272864+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/194091352,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.286437+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-arboretto-la-calera/194070170,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.310164+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/194056249,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.331028+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193942254,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.347911+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193946213,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:35.359048+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-luis-bogota/194031981,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:36.118141+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/194085845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:36.326665+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-popular-bogota/194062271,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.800.000 | $ 1.950.000 | $ 9.780.000 | $ 1.600.000.000 | $ 343.850.000 | $ 299.999.999 | $ 255.000.000 | $ 1.760.000.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 01:15:36.348325+00:00
