url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/194007300,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:02.099729+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/194126791,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:02.540003+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193476832,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:02.817833+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194159937,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:02.845650+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194103195,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:02.882790+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/194269403,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:03.036977+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/194254910,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:03.387589+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-verbenal-san-antonio-bogota/194215556,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:03.417989+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/192834374,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:03.471092+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-jose-joaquin-vargas-bogota/193528964,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:03.494800+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194172208,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:04.082529+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/194115198,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:04.105973+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/194109273,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:04.157867+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/194294995,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:04.182942+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-teusaquillo-bogota/192875768,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.000.000 | $ 5.300.000 | $ 650.000.000 | $ 262.000.000 | $ 20.950.000 | $ 270.000.000 | $ 330.000.000 | $ 545.000.000 | Desde $ 372.500.000 | Desde $ 160.000.000 | Desde $ 332.235.437 | Desde $ 1.302.270.000 | Desde $ 634.818.500 | Desde $ 715.847.506 | Desde $ 425.090.659 | Desde $ 341.961.077 | Desde $ 160.000.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-24 02:46:04.265918+00:00
