url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-cerros-de-niza-bogota/193735325,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.239056+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.289974+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.318918+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.477877+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.533284+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.610392+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.838995+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gratamira-bogota/193644771,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:41.868253+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:42.374980+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193706766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:42.400463+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 6.800.000.000 | $ 200.000.000 | $ 390.000.000 | $ 456.000.000 | $ 3.900.000 | $ 3.279.000 | $ 1.900.000 | $ 3.976.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-12 06:58:42.496820+00:00
