url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.401332+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.428057+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.640665+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.685676+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193814519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.692546+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.703876+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-granada-bogota/193831044,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.716878+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:34.772320+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:35.298765+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:35.441258+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193802910,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.700.000 | $ 400.000.000 | $ 495.000.000 | $ 11.000.000 | $ 1.150.000.000 | $ 6.000.000 | $ 1.300.000.000 | $ 266.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-07 12:33:35.475922+00:00
