url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193299543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.366604+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193509567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.376298+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.386979+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.393321+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.426008+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.520026+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.614685+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:22.654557+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.327997+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.336777+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.378143+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193405707,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.493006+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-occidental-bogota/192749462,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.591257+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.639765+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-rionegro/193464949,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.702516+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 2.500.000.000 | $ 4.500.000 | $ 2.600.000 | $ 13.000.000 | $ 3.220.000.000 | $ 13.500.000 | $ 315.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-25 12:15:23.899851+00:00
