url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193632149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.277695+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857213,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.286248+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193482149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.470655+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.485752+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-los-andes/193779197,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.533112+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.561565+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:08.570034+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193705908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.110419+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750250,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.437133+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192750176,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.471568+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193337756,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.496966+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857762,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.537422+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.582502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193890608,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.605732+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:09.633269+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.346613+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-gratamira-bogota/193587890,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.629874+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.636841+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.654936+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193868022,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.681922+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.709980+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193336697,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.723971+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193336697,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 5.800.000 | $ 1.500.000 | $ 1.800.000 | $ 850.000.000 | $ 385.000.000 | $ 341.000.000 | $ 1.950.000.000 | $ 1.395.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-05 18:23:10.730563+00:00
