url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.096475+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.159686+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.310399+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-reservado-bogota/191996023,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.352161+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.421967+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.452421+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.467773+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:56.563495+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:57.053747+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193722388,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:57.164369+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.700.000 | $ 550.000.000 | $ 2.542.000 | $ 430.000.000 | $ 1.200.000.000 | $ 1.660.000 | $ 2.000.000 | $ 3.385.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-15 01:54:57.215386+00:00
