url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.758120+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193746164,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.765676+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.848264+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.876973+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.932643+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:55.999545+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:56.056606+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villa-alsacia-bogota/193734977,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:56.394708+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:56.729598+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193673175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:56.823572+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-compartir-bogota/193733150,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 360.000.000 | $ 1.283.000 | $ 1.300.000 | $ 36.500.000 | $ 3.200.000 | $ 420.000.000 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 00:39:56.891097+00:00
