url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:17.997827+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.019454+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.026905+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.034575+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.041212+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.213061+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.298211+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.329653+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.854384+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-granada-bogota/193074049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.888864+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193250798,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 165.000.000 | $ 2.000.000.000 | $ 2.300.000.000 | $ 7.000.000 | $ 790.000.000 | $ 6.862.381 | $ 379.000.000 | $ 287.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-20 12:11:18.911691+00:00
