url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-unicentro-bogota-bogota/192716572,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:12.480981+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-bogota/193337567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:13.520592+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ines-bogota/193154203,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:13.527447+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:13.554034+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/192750159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:13.682661+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/192989807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:13.725241+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/192901073,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.378681+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193344539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.392925+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-carmelo-bogota/192749989,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.411933+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192123067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.426019+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-favidi-bogota/192261924,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.512344+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.521943+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-paula-bogota/193363207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.536430+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-luis-bogota/193277986,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:14.683458+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.351696+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193333855,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.359735+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.471339+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193057392,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.477892+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193264291,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.512560+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193355343,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.566335+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193346968,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.622906+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:15.743154+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/192589991,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.237189+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-barbara-oriental-bogota/192471692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.258659+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193324056,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.306256+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193281252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.368385+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-oriental-bogota/192994767,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.534730+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-nogal-bogota/193282856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.614324+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193306450,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.624613+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marly-bogota/191919864,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:16.646204+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193355333,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.254055+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.261112+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lourdes-bogota/192716061,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.383607+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192749962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.401164+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-consuelo-bogota/193129766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.441091+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.553321+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.562580+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:17.568975+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193250505,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:18.139561+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193215920,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:18.168169+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193172863,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:18.175370+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193118723,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:18.224253+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-unicentro-bogota-bogota/193282469,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000 | $ 380.000.000 | $ 165.000.000 | $ 2.904.000 | $ 565.000.000 | $ 290.000.000 | $ 375.000.000 | $ 800.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-06 00:18:18.259133+00:00
