url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/194077387,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.523840+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/194064936,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.624307+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-capellania-bogota/194088667,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.746308+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194088632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.768665+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/194085696,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.843853+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-complejo-industrial-san-cayetano-bogota/193086134,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.885595+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alfonso-lopez-bogota/194084571,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.901056+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/194085244,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:31.917465+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193927590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:32.750321+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-barbara-central-bogota/194088136,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:32.771451+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/194088304,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:32.800498+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-lagos-de-torca-bogota/194082146,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:32.818057+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193973778,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:32.937689+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/10436196,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 580.000.000 | $ 3.500.000 | $ 255.000.000 | $ 240.000.000 | $ 261.000.000 | $ 455.000.000 | $ 340.000.000 | $ 700.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 18:46:33.072883+00:00
