url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:16.997236+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-aeropuerto-el-dorado-bogota/192803824,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.004831+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.282762+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.329039+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.364369+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.411554+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/193876400,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.418974+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193632149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.710681+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-candelaria-bogota/193793382,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:17.972082+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:18.180102+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 450.000.000 | $ 11.500.000 | $ 210.000.000 | $ 145.000.000 | $ 285.000.000 | $ 5.500.000 | $ 12.500.000 | $ 2.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-25 12:48:18.242619+00:00
