url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193694754,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.270077+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-dorado-bogota/194222344,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.549896+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193891042,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.609584+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194222729,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.631775+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-el-dorado-bogota/194184592,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.675521+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-nueva-zelandia-bogota/193964555,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.700860+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/194206221,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.716109+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-toberin-bogota/194206667,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:13.731401+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/10125457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:14.292922+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/191869276,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:14.471164+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lindaraja-bogota/193754421,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.120.000 | $ 650.000.000 | $ 475.000.000 | $ 8.000.000 | $ 260.000.000 | $ 260.000.000 | $ 255.000.000 | $ 13.000.000 | Desde $ 700.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-08 10:27:14.521324+00:00
