url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:00.991009+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.106515+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.120730+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.171514+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193622041,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.200109+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.239019+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.255436+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:01.283249+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193421262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.236901+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.245943+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193491072,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.317018+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.357497+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/193460121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.407479+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.573260+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.581454+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:02.589442+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 380.000.000 | $ 295.000.000 | $ 110.000.000 | $ 1.600.000 | $ 3.000.000 | $ 4.000.000 | $ 1.870.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 00:35:03.637977+00:00
