url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.502931+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.715440+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.756572+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193592294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.822502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193708948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.829666+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.834621+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193491072,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:13.865321+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/5736240,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:14.058953+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:14.651852+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193717113,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:14.721117+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-iberia-bogota/192563302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 280.000.000 | $ 1.500.000 | $ 586.000.000 | $ 220.000.000 | $ 815.000 | $ 2.000.000 | $ 1.050.000.000 | $ 208.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-07 07:00:14.727008+00:00
