url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.769062+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.842982+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.850799+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.856883+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.880061+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:54.924214+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:55.068809+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:55.162354+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:55.686640+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:55.728824+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/10300318,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 730.000.000 | $ 12.250.000 | $ 900.000 | $ 2.450.000.000 | $ 925.000.000 | $ 158.000.000 | $ 1.850.000 | $ 850.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-15 00:29:55.760755+00:00
