url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:17.849493+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.065108+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.104011+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.109576+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.563444+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-engativa-bogota/193622811,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.816765+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-paredes-bogota/193596697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.889878+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193685923,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:19.959832+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.036986+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.132755+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.168904+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.194631+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-granja-bogota/193686405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.269491+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.836542+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.842431+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.891747+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:20.973512+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.034425+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.125349+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.142722+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.183700+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.869384+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:21.885041+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.111718+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193604826,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.124958+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.141771+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.162691+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/191955675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.168445+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.173662+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.863690+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:22.911307+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-de-pinos-bogota/192750149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.037243+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.124948+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.151075+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.160945+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193375519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.221437+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-occidental-puente-aranda-bogota/193529170,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.248116+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193573400,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:23.900334+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:24.097066+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:24.114433+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 740.000.000 | $ 485.000.000 | $ 540.000.000 | $ 3.200.000 | $ 420.000.000 | $ 750.000.000 | $ 1.250.000.000 | $ 515.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-01 00:36:24.121237+00:00
