url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193174528,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:30.953925+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:30.986060+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:31.086629+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:31.432649+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:31.749624+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:31.873405+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:32.018058+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-uribe-bogota/192294739,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:32.038464+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:32.078745+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:32.430853+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/192989807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:32.437849+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:33.153590+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193404010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 350.000.000 | $ 3.500.000 | $ 455.000.000 | $ 1.046.300 | $ 460.000.000 | $ 240.000.000 | $ 16.000.000 | $ 3.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 18:19:33.250175+00:00
