url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.540764+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193295823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.604840+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.786979+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.852257+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.862429+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.878441+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:49.960018+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:50.202611+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:50.478654+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:50.488308+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 890.000.000 | $ 260.000.000 | $ 235.000.000 | $ 790.000.000 | $ 1.400.000 | $ 5.300.000 | $ 1.309.000 | $ 1.650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-24 00:18:50.740583+00:00
