url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:01.918995+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.008643+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ingemar-bogota/193615204,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.055023+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193421262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.087091+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.401118+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.446095+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.663177+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193685063,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:02.707212+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:03.098168+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/193663847,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:03.137483+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193593700,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 240.000.000 | $ 350.000.000 | $ 8.500.000 | $ 1.300.000 | $ 240.000.000 | $ 1.180.000.000 | $ 190.000.000 | $ 10.807.800', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-30 06:53:03.261964+00:00
