url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193523558,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.414550+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.421982+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.433281+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193528252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.612561+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.735256+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.748383+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.755470+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:05.765954+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.289350+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.366108+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.400368+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-versalles-fontibon-bogota/193487753,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.432552+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.454846+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193476894,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.555957+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.564993+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 100.000.000 | $ 410.000.000 | $ 169.000.000 | $ 245.000.000.000 | $ 225.500.000 | $ 1.100.000.000 | $ 3.200.000 | $ 355.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-20 00:21:06.882290+00:00
