url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/194087009,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:01.985891+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-benito-bogota/194063194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.001074+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193973778,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.234778+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194086598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.263179+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-engativa-bogota/194081649,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.317807+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-torremolinos-bogota/194086203,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.356394+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193890341,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.493073+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193930543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:02.524825+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-kennedy-bogota/194055904,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:03.077500+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193622088,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:03.118008+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ingles-bogota/194055076,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 390.000.000 | $ 5.500.000 | $ 516.000.000 | $ 13.000.000 | $ 4.000.000.000 | $ 1.600.000.000 | $ 105.000.000 | $ 2.800.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 220.000.000 | Desde $ 189.210.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-07 12:51:03.276293+00:00
