url,information,date_time
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-reservado-bogota/191996023,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.144138+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.431925+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.519170+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.526792+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-spring-bogota/193892554,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.568362+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193699162,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.638769+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-rosales-bogota/193870786,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:56.646420+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193814904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:57.308959+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:57.409131+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:57.419643+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000 | $ 1.400.000 | $ 2.450.000 | $ 650.000.000 | $ 7.700.000 | $ 2.700.000 | $ 490.000.000 | $ 480.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-07 18:40:57.444911+00:00
