url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.105890+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.115155+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193112027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.225962+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.375014+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.452966+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193502647,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.484791+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.519818+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:15.658756+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/10792307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:16.008957+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:16.038988+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.900.000.000 | $ 850.000.000 | $ 8.878.000 | $ 20.487.000 | $ 2.850.000 | $ 1.900.000 | $ 420.000.000 | $ 620.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-27 12:15:16.126879+00:00
