url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.662876+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-engativa-bogota/193622740,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.866503+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-recuerdo-bogota/193702178,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.884360+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.953239+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.977059+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.985899+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:42.993488+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:43.088451+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:43.589577+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:43.614258+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ciudad-salitre-bogota/193631069,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.400.000 | $ 3.600.000 | $ 255.000.000 | $ 650.000.000 | $ 550.000.000 | $ 800.000.000 | $ 12.000.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-05 00:32:43.642909+00:00
