url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193394000,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:56.977688+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.014504+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193350926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.039964+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.239908+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.250437+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.291832+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.302141+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.890012+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193425107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.898328+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.906133+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193250798,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.150.000 | $ 1.700.000.000 | $ 1.250.000.000 | $ 533.540.000 | $ 1.080.000.000 | $ 750.000.000 | $ 600.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-02 06:18:57.912931+00:00
