url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-jose-de-bavaria-bogota/194122824,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.641557+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194051185,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.676426+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194051212,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.727989+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrios-unidos-bogota/194183557,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.745547+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mandalay-bogota/10620892,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.955589+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/194175090,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:38.974437+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-montevideo-bogota/193078178,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:39.011055+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/10658174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:39.065096+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-central-bogota/194054823,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:39.714591+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lindaraja-bogota/193754421,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:39.818679+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alta-blanca-bogota/194142337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.650.000 | $ 680.000.000 | $ 3.100.000 | $ 3.000.000 | $ 3.990.000 | $ 480.000.000 | $ 2.000.000 | $ 9.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 276.000.000 | Desde $ 207.580.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 1.125.585.055 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-02 15:49:39.892493+00:00
