url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.265059+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193568586,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.285221+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.341775+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.386554+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-chapinero-bogota/193158327,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.404224+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193462834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.535261+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.564003+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:47.602598+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193493548,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:48.234094+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:48.243341+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:48.291857+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193485893,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 250.000.000 | $ 310.000.000 | $ 580.000.000 | $ 320.000.000 | $ 1.400.000 | $ 3.000.000 | $ 1.150.000.000 | $ 11.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-30 00:24:48.456090+00:00
