url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193758796,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.162048+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-cristobal-sur-bogota/193839850,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.200590+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.291790+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-palermo-bogota/193509556,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.678442+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-antiguo-country-bogota/193857265,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.713864+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/194017280,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:06.774571+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/193729595,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:07.256857+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:07.441473+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acevedo-tejada-bogota/193967793,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:07.498863+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-morato-bogota/193660450,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:07.567452+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 3.500.000.000 | $ 1.600.000.000 | $ 2.200.000 | $ 110.000.000 | $ 2.600.000 | $ 240.000.000 | $ 4.600.000.000 | $ 1.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-22 08:18:08.147852+00:00
