url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193408741,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.329315+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.336971+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.495730+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.540960+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.572267+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.625691+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:41.751796+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193362627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:42.399127+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193365716,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:42.442503+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-zelandia-bogota/11001301,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:42.460948+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 1.452.505.000 | $ 3.650.000.000 | $ 5 | $ 600.000.000 | $ 460.000.000 | $ 950.000 | $ 1.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-23 00:20:42.602042+00:00
