url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-hipotecho-occidental-bogota/194018222,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:14.189034+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-concepcion-norte-bogota/194039283,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:14.333612+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-alhambra-bogota/194032409,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:14.379036+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-floresta-bogota/194072834,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:14.437424+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-puente-largo-bogota/194049207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:14.824780+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-alamos-bogota/194044734,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.135216+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193492842,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.596861+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/194024403,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.619198+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192970058,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.696356+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-prado-pinzon-bogota/193997836,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.745090+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-alamos-bogota/194044734,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 34.000.000 | $ 3.000.000 | $ 610.000.000 | $ 16.660.000 | $ 1.780.000 | $ 1.800.000 | $ 15.000.000 | $ 297.000.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 220.000.000 | Desde $ 223.512.000 | Desde $ 250.000.000 | Desde $ 298.500.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-05 19:22:15.760456+00:00
