url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:20.770912+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:20.801911+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:20.850399+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.088894+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.096167+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.118612+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.139840+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.155200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.748606+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.758030+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-renania-urapanes-bogota/193631573,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.400.000 | $ 380.000.000 | $ 1.500.000 | $ 280.000.000 | $ 1.800.000 | $ 218.000.000 | $ 2.200.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 18:28:21.775569+00:00
