url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.109600+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.116972+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.280931+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193476071,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.341351+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.694160+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-guaymaral-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:34.840524+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:35.025650+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193654082,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:35.040442+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:35.500863+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-viviana-bogota/193505524,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:35.542017+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:35.612264+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:36.119562+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:36.198910+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:36.378014+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:36.825746+00:00
https://www.fincaraiz.com.co//lote-en-arriendo-en-fontibon-bogota/192039075,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:36.936451+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:37.122242+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193491072,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:37.290747+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193708948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:37.323845+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193184076,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 404.933.190 | $ 2.000.000 | $ 1.650.000 | $ 1.100.000.000 | $ 590.000.000 | $ 700.000.000 | $ 350.000.000 | $ 485.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-06 00:32:37.345786+00:00
