url,information,date_time
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.318919+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193290820,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.481143+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193161500,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.502837+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marly-bogota/191919864,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.539943+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193249470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.574269+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:17.612849+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193053671,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.287619+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193043646,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.302275+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.309058+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192671815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.465574+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-san-cristobal-norte-bogota/193136663,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.482579+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193276373,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.622028+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.660502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-andes-bogota/192661118,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.703129+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.877273+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-san-martin-bogota/193287979,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:18.964104+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193175444,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.280045+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193034426,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.396382+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192949168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.453262+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-paula-bogota/193290607,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.477611+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/193020122,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.484321+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193146962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.503471+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/193179518,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.514497+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193279389,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:19.521244+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-multicentro-bogota/192995644,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:20.145761+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:20.208769+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-cabana-fontibon-bogota/193246555,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 420.000 | $ 1.430.000.000 | $ 1.300.000.000 | $ 634.000.000 | $ 166.000.000 | $ 3.900.000 | $ 2.700.000 | $ 670.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-22 00:17:20.380309+00:00
