url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:26.999615+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.021483+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.056539+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.263029+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.328531+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.335753+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.406201+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193615124,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.501979+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-ciudad-salitre-bogota/193016355,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.969817+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:27.987960+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.106867+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-renania-urapanes-bogota/193631573,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.185459+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193336407,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.199185+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.258128+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-felicidad-bogota/193664954,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.410231+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193452934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.698116+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-de-pinos-bogota/192750149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.049.000 | $ 1.346.000 | $ 1.092.900 | $ 603.000 | $ 1.388.000 | $ 1.794.314 | $ 928.370 | $ 840.900', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-27 12:32:28.857134+00:00
