url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/194064936,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.047910+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-lago-bogota/193746849,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.075237+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cantalejo-bogota/194089723,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.171385+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193850711,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.300449+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193976314,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.341561+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-hayuelos-bogota/194070368,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:23.395381+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/10436196,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:24.102006+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alfonso-lopez-bogota/194084571,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:24.204054+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194088632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:24.526888+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/194085244,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:24.549894+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-capellania-bogota/194088667,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.150.000.000 | $ 4.500.000 | $ 650.000.000 | $ 790.000.000 | $ 390.000.000 | $ 1.100.000.000 | $ 5.500.000 | $ 351.000.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 189.210.000 | Desde $ 223.512.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-08 01:10:24.669799+00:00
