url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:37.593869+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193381807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:37.613105+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193432300,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:37.667064+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:37.675302+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:37.714799+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.016273+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.023719+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193434859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.065595+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193410279,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.473138+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193409316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.665816+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 800.000 | $ 260.000.000 | $ 1.800.000 | $ 2.500.000.000 | $ 590.000.000 | $ 348.000.000 | $ 285.000.000 | $ 6.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-26 06:21:38.692971+00:00
