url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:39.776686+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193722388,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:39.812618+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena/193969794,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:39.956158+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193795245,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:39.963383+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:40.033314+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:40.084968+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192750176,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:40.962394+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.009460+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-normandia-bogota/193543817,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.124036+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-las-americas-bogota/193917705,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.142917+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750250,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.253304+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.298702+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.394052+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.519571+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:41.993857+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193884921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.377603+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-toberin-bogota/193857549,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.613700+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-rosita-bogota/192206859,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.620988+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-paloquemao-bogota/193898774,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.654749+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-toberin-bogota/193614980,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.663556+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-los-rosales-bogota/193857679,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.732484+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-spring-bogota/193892554,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.771925+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.778725+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-comercial-parque-la-colina-bogota/193942404,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:42.818677+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193773231,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:43.755445+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:43.818772+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:44.041382+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.700.000 | $ 1.100.000 | $ 1.500.000 | $ 5.500.000 | $ 1.150.000.000 | $ 5.100.000 | $ 150.000.000 | $ 240.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-10 18:30:44.057320+00:00
