url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193353090,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.045502+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.052918+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.245206+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193670348,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.266814+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.884081+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193492401,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.967141+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.976055+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193665816,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:33.981984+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193172388,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:34.040193+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:34.212097+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-barbara-alta-bogota/192726048,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.000.000 | $ 310.000.000 | $ 1.025.000 | $ 15.000.000 | $ 1.400.000 | $ 2.380.000.000 | $ 1.600.000 | $ 1.190.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-26 06:38:34.272918+00:00
