url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-guaymaral-bogota/193858004,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:34.869422+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194068096,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.223123+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/194093295,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.283190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193974372,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.316092+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192978917,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.366062+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193758807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.383539+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-calleja-bogota/193908706,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.950853+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193712235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:35.968009+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/191881683,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:36.101489+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/194086621,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:36.125981+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193979023,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 850.000 | $ 1.300.000.000 | $ 350.000.000 | $ 340.000.000 | $ 700.000 | $ 380.000.000 | $ 425.000.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 01:17:36.140815+00:00
