url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lagos-de-torca-bogota/193857440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.225589+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.388187+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193632149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.404014+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/5619173,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.663190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.688467+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:50.712435+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-boyaca-real-bogota/193585802,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.151013+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-primavera-occidental-puente-aranda-bogota/193823906,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.431419+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.512569+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.539427+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.597356+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-alsacia-2-bogota/193364947,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.714256+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-normandia-bogota/193543817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:51.862590+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siete-de-agosto-bogota/193837807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:52.050020+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 1.250.000 | $ 2.500.000 | $ 2.700.000 | $ 999.999.990 | $ 510.000.000 | $ 3.300.000 | $ 1.360.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-15 14:06:52.147224+00:00
