url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-refugio-bogota/193492286,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.488334+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194003832,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.505646+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-nueva-zelandia-bogota/193964555,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.527616+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/194233821,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.541369+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cantalejo-bogota/194130281,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.590336+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/194053389,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.616520+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-galerias-bogota/194044542,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.646460+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-fe-bogota/193236991,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:16.889527+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193995764,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:17.735272+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-normandia-bogota/193639996,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:18.052581+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/194056580,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 210.000.000 | $ 380.000.000 | $ 1.300.000 | $ 780.000.000 | $ 2.300.000 | $ 710.000.000 | $ 3.700.000 | $ 1.100.000.000 | Desde $ 341.961.077 | Desde $ 179.820.000 | Desde $ 3.957.960.000 | Desde $ 1.430.120.917 | Desde $ 459.300.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 237.013.000 | Desde $ 270.623.000 | Desde $ 262.635.000 | Desde $ 459.300.000 | Desde $ 320.685.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 136.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-16 02:56:18.068516+00:00
