url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.286052+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.300367+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-popular-modelo-bogota/193644280,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.318319+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.341959+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.585963+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.595875+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.605624+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:48.718449+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7242367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.151473+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.162675+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.171787+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.204556+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.378811+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193641181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.500.000 | $ 2.650.000 | $ 1.700.000 | $ 110.000.000 | $ 12.757.300.000 | $ 522.000.000 | $ 700.000.000 | $ 700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-22 18:23:49.490617+00:00
