url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.055747+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-ferias-bogota/193969757,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.070933+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-la-cabana-fontibon-bogota/191985095,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.143687+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.157861+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.190504+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-las-americas-bogota/193917705,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.560305+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.579489+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/194064262,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:58.952996+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:59.249117+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193721564,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:59.314475+00:00
https://www.fincaraiz.com.co//finca-en-arriendo-en-chico-norte-bogota/193956996,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.700.000 | $ 460.000.000 | $ 1.400.000 | $ 385.000.000 | $ 1.500.000 | $ 260.000.000 | $ 4.000.000 | $ 3.500.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 431.300.000 | Desde $ 365.949.000 | Desde $ 500.087.060 | Desde $ 180.000.000 | Desde $ 716.794.537 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-02 19:01:59.474017+00:00
