url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.564797+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.785052+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.823528+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.830029+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193581337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.837729+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.845016+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-quinta-camacho-bogota/193785010,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.959821+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:08.966405+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193860330,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.585651+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-recuerdo-bogota/193829820,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.702440+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857762,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.912101+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.920931+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.939570+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-central-bogota/193825089,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:09.948713+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750250,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:10.490476+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-prado-veraniego-bogota/193846645,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:10.563507+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:10.610733+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-zelandia-bogota/193849621,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.400.000 | $ 470.000.000 | $ 835.000.000 | $ 1.900.000 | $ 1.600.000 | $ 1.100.000 | $ 238.000.000 | $ 860.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 18:30:10.728156+00:00
