url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193884921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.247857+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-rosales-bogota/193870786,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.317500+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-martin-bogota/193911605,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.369124+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.481998+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/10125457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.512933+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-sagrado-corazon-bogota/193785437,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.595600+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193951531,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.605562+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-spring-bogota/193892554,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:12.611664+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-las-americas-bogota/193917705,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.339346+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.430249+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193870884,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.452884+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-rafael-uribe-bogota/193858493,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.460743+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bosa-bogota/193893446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.524752+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-norte-bogota/193468904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 345.000.000 | $ 9.900.000 | $ 300.000.000 | $ 620.000.000 | $ 1.300.000 | $ 2.800.000 | $ 6.000.000 | $ 1.150.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 00:33:13.531784+00:00
