url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:10.661423+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/194050428,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:10.721427+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/194007300,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:10.841410+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:10.856274+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191903128,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.017625+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-las-ferias-bogota/192737453,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.038499+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-teusaquillo-bogota/193047194,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.054909+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.092229+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193906816,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.789457+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.831072+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/194007300,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 2.500.000 | $ 5.150.000 | $ 475.000.000 | $ 1.450.000.000 | $ 245.000.000 | $ 900.000.000 | $ 8.000.000 | $ 770.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 425.412.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-04 13:57:11.844527+00:00
