url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/193729595,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:31.732374+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193968703,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:31.826712+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.075000+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-reservado-bogota/191996023,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.136093+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.298204+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.357353+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.413538+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.864518+00:00
https://www.fincaraiz.com.co//finca-en-arriendo-en-chico-norte-bogota/193956996,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.926056+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:32.936117+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193601488,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:33.113884+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192750176,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:33.156146+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:33.175029+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193986740,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:33.384297+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-soledad-bogota/193584080,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:33.996939+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/193862778,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.037771+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-igualdad-bogota/193773245,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.050102+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-los-rosales-bogota/193857679,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.085301+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193911535,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.220655+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/194018457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.251578+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando/193165852,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.268273+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/194014193,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.343857+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.398435+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:34.659955+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-palermo-bogota/193509556,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:35.118957+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:35.126218+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:35.152644+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-morato-bogota/193660450,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:35.168153+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193837211,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 260.000.000 | $ 190.000.000 | $ 319.900.000 | $ 1.150.000 | $ 1.290.000.000 | $ 5.500.000 | $ 1.850.000 | $ 1.692.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 19:06:35.174968+00:00
