url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.073692+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.174029+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.194308+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193708948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.291275+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.318327+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.325569+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.333149+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.711674+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.943350+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:08.980067+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 1.550.000 | $ 6.000.000 | $ 250.000.000 | $ 580.000.000 | $ 630.000.000 | $ 400.000.000 | $ 1.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-14 07:01:09.010361+00:00
