url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:03.835987+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.147689+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.233586+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.282143+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-largo-bogota/193760905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.487601+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.541041+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.599674+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.694480+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.913404+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.948987+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:04.995458+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:05.044768+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-candelaria-bogota/193793382,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.250.000.000 | $ 650.000.000 | $ 340.000.000 | $ 4.000.000 | $ 1.800.000 | $ 1.100.000.000 | $ 390.000.000 | $ 6.300.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 00:43:05.105802+00:00
