url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:05.528219+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gran-america-bogota/193579168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:06.751109+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:06.838343+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/191955675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:06.845119+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-villa-del-rio-bogota/192349121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:06.917973+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.467587+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ciudad-salitre-bogota/193631069,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.583174+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.641172+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.767807+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.827975+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.846262+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-castellana-bogota/193659043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.885771+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.907186+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:07.936556+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-chapinero-bogota/191549668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.522512+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193421262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.581734+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.632512+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193602440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.691883+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.802358+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-los-pantanos-bogota/193592439,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.825563+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.842334+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:08.998575+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.458588+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.475525+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.586974+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-vergel-bogota/191973892,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.712541+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-guaymaral-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.756848+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.763496+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.784265+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/193460121,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:09.791858+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193637248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.423164+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.493473+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/193098470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.533896+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193452934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.566642+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193446713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.651158+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-recodo-del-country-bogota/192058144,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.762244+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-bogota/193717298,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.786829+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193714553,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:10.916262+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:11.390073+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193673313,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:11.500704+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-centro-bogota/191054340,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:11.588731+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.000.000.000 | $ 2.200.000 | $ 310.000.000 | $ 225.000.000 | $ 3.900.000 | $ 2.000.000.000 | $ 520.000.000 | $ 180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-11 18:40:11.774487+00:00
