url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:42.673123+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:42.704135+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:42.803459+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:42.914791+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.026059+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193746164,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.048179+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villa-alsacia-bogota/193734977,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.057587+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.096358+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193611918,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.518233+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/193595317,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.589826+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ciudad-salitre-bogota/193631069,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.629616+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bella-suiza-bogota/193694166,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.637799+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-compartir-bogota/193733150,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.767635+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.831532+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.885402+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193673175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:43.975813+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.443459+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193697974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.462571+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-sur-occidental-bogota/191995619,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.637269+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193609739,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.680394+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.695984+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.703691+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.710209+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 300.000.000 | $ 649.000.000 | $ 450.000.000 | $ 649.000.000 | $ 600.000.000 | $ 640.000.000 | $ 2.600.000.000 | $ 532.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-25 07:33:44.772019+00:00
