url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194222729,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.450732+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-caobos-salazar-bogota/194227003,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.471883+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-belmira-bogota/194228656,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.485657+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193961218,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.694837+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-engativa-bogota/194010777,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 305.000.000 | Desde $ 598.300.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.732673+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/194204569,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.749967+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193765096,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.800134+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/194214452,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:47.817353+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/194219735,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:48.751835+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194212579,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:48.875547+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-granja-norte-bogota/193976133,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 700.000 | $ 1.300.000 | $ 190.000.000 | $ 1.300.000 | $ 395.000.000 | $ 1.900.000 | $ 95.000.000 | Desde $ 631.358.700 | Desde $ 275.902.200 | Desde $ 730.000.000 | Desde $ 700.000.000 | Desde $ 499.900.000 | Desde $ 429.200.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 136.500.000 | Desde $ 185.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-09 10:37:48.893831+00:00
