url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:46.850201+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193379926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:46.877180+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193397398,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.054563+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193397362,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.086395+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.105713+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.195292+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.213539+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.249731+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-los-pantanos-bogota/193340282,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.852550+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-suba-bogota/193337567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.878246+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193125963,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 520.000.000 | $ 470.000.000 | $ 3.000.000 | $ 394.000.000 | $ 1.000.000 | $ 1.600.000.000 | $ 451.000.000 | $ 409.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-22 06:15:47.933390+00:00
