url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193566489,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.553675+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.561484+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193526824,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.647023+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.674681+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.680742+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.696581+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.712252+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:22.720878+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.550712+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.773962+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.933287+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.943880+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.952040+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:23.995237+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-occidental-bogota/193476299,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:24.017224+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:24.026415+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193735273,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:24.062006+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193174528,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:24.076518+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/193422774,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.000.000 | $ 250.000.000 | $ 2.000.000 | $ 1.400.000 | $ 240.000.000 | $ 1.800.000 | $ 2.700.000 | $ 4.700.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 00:37:24.104820+00:00
