url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-mandalay-bogota/193944931,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:39.735493+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:39.884027+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-las-americas-bogota/193917705,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:39.907806+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193581337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:39.915113+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-norte-bogota/193468904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.003985+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.048547+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-rafael-uribe-bogota/193858493,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.141758+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-jardin-sur-bogota/193845809,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.283827+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193834851,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.865205+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193923969,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.873783+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-paloquemao-bogota/193898774,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 911.000.000 | $ 1.500.000 | $ 1.650.000 | $ 305.000.000 | $ 10.000.000 | $ 1.000.000 | $ 680.000.000 | $ 260.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-03 12:38:40.897265+00:00
